Time(ms),TPS,AFR
270460,1005,953
270510,1005,953
270560,1005,953
270610,1005,953
270660,1005,953
270710,1005,953
270760,1005,953
270810,1005,953
270860,1005,952
270910,1005,952
270960,1005,952
271010,1005,953
271060,1005,952
271110,1005,953
271160,1005,952
271210,1005,952
271260,1005,952
271310,1005,952
271360,1005,952
271410,1005,952
271460,1005,952
271510,1005,952
271560,1005,952
271610,1005,952
271660,1005,951
271710,1005,951
271760,1005,951
271810,1005,951
271860,1005,951
271910,1005,951
271960,1005,952
272010,1005,952
272060,1005,952
272110,1005,951
272160,1005,951
272210,1005,951
272260,1005,951
272310,1005,951
272360,1005,951
272410,1005,951
272460,1005,950
272510,1005,951
272560,1005,950
272610,1005,950
272660,1005,950
272710,1005,949
272760,1005,949
272811,1005,949
272861,1005,948
272911,1005,949
272961,1005,948
273011,1005,949
273061,1005,948
273111,1005,948
273161,1005,949
273211,1005,949
273261,1005,949
273311,1005,949
273361,1005,949
273411,1005,949
273461,1005,948
273511,1005,948
273561,1005,948
273611,1005,948
273661,1005,948
273711,1005,947
273761,1005,947
273811,1005,947
273861,1005,947
273911,1005,947
273961,1005,947
274011,1005,947
274061,1005,947
274111,1005,947
274161,1005,947
274211,1005,946
274262,1005,947
274312,1005,947
274362,1005,946
274412,1005,946
274462,1005,946
274512,1005,946
274562,1005,945
274612,1005,945
274662,1005,945
274712,1005,946
274762,1005,946
274812,1005,946
274862,1005,947
274912,1005,946
274962,1005,946
275012,1005,946
275062,1005,946
275112,1005,946
275162,1005,945
275212,1005,946
275262,1005,946
275312,1005,945
275362,1005,945
275412,1005,945
275462,1005,945
275512,1005,945
275562,1005,945
275612,1005,945
275662,1005,945
275712,1005,946
275762,1005,946
275812,1005,946
275862,1005,946
275912,1005,946
275962,1005,946
276012,1005,946
276062,1005,946
276112,1005,946
276162,1005,949
276212,1005,950
276262,1005,950
276312,1005,950
276362,1005,950
276412,1005,951
276462,1005,950
276512,1005,950
276562,1005,951
276612,1005,951
276662,1005,951
276712,1005,951
276762,1005,951
276812,1005,951
276862,1005,951
276912,1005,951
276962,1005,951
277012,1005,951
277062,1005,950
277112,1005,950
277163,1005,952
277213,1005,952
277263,1005,952
277313,1005,952
277363,1005,952
277413,1005,952
277463,1005,952
277513,1005,951
277563,1005,951
277613,1005,951
277663,1005,950
277713,1005,949
277763,1005,949
277813,1005,949
277863,1005,949
277913,1005,949
277963,1005,949
278013,1005,948
278063,1005,948
278113,1005,948
278163,1005,948
278213,1005,947
278263,1005,947
278313,1005,947
278363,1005,946
278413,1005,947
278463,1005,946
278513,1005,946
278563,1005,946
278614,1005,946
278664,1005,946
278714,1005,945
278764,1005,946
278814,1005,945
278864,1005,946
278914,1005,946
278964,1005,946
279014,1005,945
279064,1005,945
279114,1005,945
279164,1005,945
279214,1005,945
279264,1005,945
279314,1005,945
279364,1005,945
279414,1005,947
279464,1005,948
279514,1005,948
279564,1005,948
279614,1005,948
279664,1005,948
279714,1005,948
279764,1005,948
279814,1005,949
279864,1005,949
279914,1005,949
279964,1005,949
280014,1005,949
280064,1005,949
280114,1005,949
280164,1005,949
280214,1005,949
280264,1005,949
280314,1005,949
280364,1005,949
280414,1005,950
280464,1005,950
280514,1005,950
280564,1005,950
280614,1005,950
280664,1005,950
280714,1005,950
280764,1005,950
280814,1005,950
280864,1005,950
280914,1005,950
280964,1005,950
281014,1005,950
281064,1005,950
281114,1005,949
281164,1005,949
281214,1005,949
281264,1005,949
281314,1005,949
281364,1005,949
281414,1005,950
281464,1005,949
281515,1005,950
281565,1005,951
281615,1005,952
281665,1005,952
281715,1005,953
281765,1005,954
281815,1005,954
281865,1005,955
281915,1005,955
281965,1005,956
282015,1005,956
282065,1005,956
282115,1005,957
282165,1005,957
282215,1005,957
282265,1005,958
282315,1005,958
282365,1005,958
282415,1005,958
282465,1005,959
282515,1005,959
282565,1005,958
282615,1005,959
282665,1005,959
282715,1005,958
282765,1005,959
282815,1005,959
282865,1005,959
282915,1005,959
282966,1005,959
283016,1005,959
283066,1005,959
283116,1005,959
283166,1005,959
283216,1005,959
283266,1005,959
283316,1005,959
283366,1005,959
283416,1005,959
283466,1005,959
283516,1005,959
283566,1005,959
283616,1005,959
283666,1005,959
283716,1005,959
283766,1005,959
283816,1005,959
283866,1005,959
283916,1005,959
283966,1005,959
284016,1005,959
284066,1005,959
284116,1005,959
284166,1005,959
284216,1005,959
284266,1005,959
284316,1005,959
284366,1005,959
284416,1005,959
284466,1005,959
284516,1005,959
284566,1005,959
284616,1005,959
284666,1005,959
284716,1005,959
284766,1005,959
284816,1005,959
284866,1005,959
284916,1005,959
284966,1005,959
285016,1005,959
285066,1005,959
285116,1005,959
285166,1005,959
285216,1005,958
285266,1005,958
285316,1005,958
285366,1005,958
285416,1005,958
285466,1005,958
285516,1005,958
285566,1005,958
285616,1005,958
285666,1005,958
285716,1005,958
285766,1005,958
285816,1005,958
285867,1005,958
285917,1005,958
285967,1005,958
286017,1005,958
286067,1005,958
286117,1005,958
286167,1005,957
286217,1005,957
286267,1005,957
286317,1005,957
286367,1005,957
286417,1005,957
286467,1005,957
286517,1005,957
286567,1005,957
286617,1005,956
286667,1005,957
286717,1005,956
286767,1005,956
286817,1005,956
286867,1005,956
286917,1005,956
286967,1005,956
287017,1005,956
287067,1005,956
287117,1005,955
287167,1005,955
287217,1005,955
287267,1005,955
287318,1005,955
287368,1005,955
287418,1005,955
287468,1005,955
287518,1005,955
287568,1005,955
287618,1005,955
287668,1005,955
287718,1005,955
287768,1005,955
287818,1005,955
287868,1005,954
287918,1005,954
287968,1005,954
288018,1005,954
288068,1005,954
288118,1005,954
288168,1005,954
288218,1005,954
288268,1005,953
288318,1005,953
288368,1005,953
288418,1005,953
288468,1005,953
288518,1005,953
288568,1005,953
288618,1005,953
288668,1005,953
288718,1005,953
288768,1005,952
288818,1005,952
288868,1005,952
288918,1005,952
288968,1005,952
289018,1005,951
289068,1005,951
289118,1005,951
289168,1005,951
289218,1005,950
289268,1005,950
289318,1005,950
289368,1005,950
289418,1005,950
289468,1005,950
289518,1005,950
289568,1005,950
289618,1005,949
289668,1005,949
289718,1005,950
289768,1005,949
289818,1005,949
289868,1005,949
289918,1005,949
289968,1005,949
290018,1005,949
290068,1005,949
290118,1005,949
290168,1005,949
290219,1005,949
290269,1005,949
290319,1005,949
290369,1005,949
290419,1005,949
290469,1005,949
290519,1005,949
290569,1005,949
290619,1005,949
290669,1005,948
290719,1005,948
290769,1005,948
290819,1005,948
290869,1005,948
290919,1005,947
290969,1005,947
291019,1005,946
291069,1005,946
291119,1005,946
291169,1005,945
291219,1005,944
291269,1005,943
291319,1005,942
291369,1005,942
291419,1005,941
291469,1005,940
291519,1005,940
291569,1005,940
291619,1005,938
291670,1005,938
291720,1005,937
291770,1005,937
291820,1005,937
291870,1005,938
291920,1005,939
291970,1005,942
292020,1005,943
292070,1005,943
292120,1005,944
292170,1005,944
292220,1005,944
292270,1005,944
292320,1005,945
292370,1005,945
292420,1005,945
292470,1005,945
292520,1005,945
292570,1005,945
292620,1005,945
292670,1005,945
292720,1005,945
292770,1005,945
292820,1005,945
292870,1005,946
292920,1005,946
292970,1005,946
293020,1005,946
293070,1005,947
293120,1005,947
293170,1005,947
293220,1005,947
293270,1005,947
293320,1005,947
293370,1005,948
293420,1005,947
293470,1005,948
293520,1005,948
293570,1005,948
293620,1005,948
293670,1005,948
293720,1005,948
293770,1005,948
293820,1005,948
293870,1005,948
293920,1005,948
293970,1005,948
294020,1005,948
294070,1005,947
294120,1005,948
294170,1005,947
294220,1005,947
294270,1005,947
294320,1005,947
294370,1005,947
294420,1005,947
294470,1005,947
294520,1005,947
294571,1005,947
294621,1005,947
294671,1005,947
294721,1005,947
294771,1005,946
294821,1005,947
294871,1005,947
294921,1005,946
294971,1005,946
295021,1005,946
295071,1005,946
295121,1005,946
295171,1005,946
295221,1005,946
295271,1005,946
295321,1005,946
295371,1005,946
295421,1005,946
295471,1005,945
295521,1005,946
295571,1005,945
295621,1005,945
295671,1005,945
295721,1005,945
295771,1005,945
295821,1005,945
295871,1005,945
295921,1005,945
295971,1005,945
296022,1005,945
296072,1005,945
296122,1005,945
296172,1005,944
296222,1005,944
296272,1005,944
296322,1005,944
296372,1005,944
296422,1005,943
296472,1005,943
296522,1005,943
296572,1005,943
296622,1005,944
296672,1005,943
296722,1005,943
296772,1005,944
296822,1005,944
296872,1005,943
296922,1005,943
296972,1005,944
297022,1005,944
297072,1005,944
297122,1005,944
297172,1005,944
297222,1005,944
297272,1005,944
297322,1005,944
297372,1005,944
297422,1005,944
297472,1005,944
297522,1005,944
297572,1005,944
297622,1005,944
297672,1005,944
297722,1005,944
297772,1005,944
297822,1005,944
297872,1005,944
297922,1005,944
297972,1005,944
298022,1005,944
298072,1005,943
298122,1005,943
298172,1005,943
298222,1005,943
298272,1005,943
298322,1005,943
298372,1005,943
298422,1005,943
298472,1005,943
298522,1005,943
298572,1005,943
298622,1005,943
298672,1005,943
298722,1005,943
298772,1005,943
298822,1005,943
298872,1005,943
298923,1005,943
298973,1005,943
299023,1005,943
299073,1005,943
299123,1005,943
299173,1005,943
299223,1005,944
299273,1005,943
299323,1005,943
299373,1005,943
299423,1005,943
299473,1005,943
299523,1005,943
299573,1005,944
299623,1005,944
299673,1005,943
299723,1005,943
299773,1005,943
299823,1005,943
299873,1005,942
299923,1005,942
299973,1005,942
300023,1005,942
300073,1005,942
300123,1005,942
300173,1005,942
300223,1005,942
300273,1005,942
300323,1005,942
300374,1005,942
300424,1005,942
300474,1005,942
300524,1005,942
300574,1005,942
300624,1005,942
300674,1005,942
300724,1005,942
300774,1005,942
300824,1005,942
300874,1005,942
300924,1005,942
300974,1005,942
301024,1005,942
301074,1005,941
301124,1005,941
301174,1005,941
301224,1005,941
301274,1005,941
301324,1005,941
301374,1005,942
301424,1005,942
301474,1005,942
301524,1005,942
301574,1005,942
301624,1005,942
301674,1005,942
301724,1005,942
301774,1005,942
301824,1005,941
301874,1005,941
301924,1005,942
301974,1005,942
302024,1005,943
302074,1005,943
302124,1005,943
302174,1005,943
302224,1005,942
302274,1005,942
302324,1005,943
302374,1005,943
302424,1005,943
302474,1005,944
302524,1005,944
302574,1005,944
302624,1005,943
302674,1005,943
302724,1005,943
302774,1005,943
302824,1005,943
302874,1005,943
302924,1005,943
302974,1005,943
303024,1005,943
303074,1005,943
303124,1005,943
303174,1005,943
303224,1005,943
303275,1005,943
303325,1005,943
303375,1005,943
303425,1005,943
303475,1005,943
303525,1005,943
303575,1005,943
303625,1005,943
303675,1005,943
303725,1005,943
303775,1005,943
303825,1005,943
303875,1005,943
303925,1005,943
303975,1005,943
304025,1005,943
304075,1005,943
304125,1005,942
304175,1005,942
304225,1005,942
304275,1005,942
304325,1005,942
304375,1005,942
304425,1005,942
304475,1005,942
304525,1005,943
304575,1005,943
304625,1005,943
304675,1005,943
304726,1005,943
304776,1005,943
304826,1005,943
304876,1005,943
304926,1005,943
304976,1005,943
305026,1005,943
305076,1005,943
305126,1005,943
305176,1005,943
305226,1005,943
305276,1005,942
305326,1005,942
305376,1005,942
305426,1005,941
305476,1005,941
305526,1005,941
305576,1005,941
305626,1005,940
305676,1005,940
305726,1005,940
305776,1005,940
305826,1005,940
305876,1005,940
305926,1005,940
305976,1005,940
306026,1005,940
306076,1005,939
306126,1005,939
306176,1005,939
306226,1005,939
306276,1005,939
306326,1005,938
306376,1005,938
306426,1005,938
306476,1005,938
306526,1005,938
306576,1005,938
306626,1005,938
306676,1005,938
306726,1005,938
306776,1005,937
306826,1005,937
306876,1005,937
306926,1005,938
306976,1005,938
307026,1005,937
307076,1005,937
307126,1005,937
307176,1005,938
307226,1005,938
307276,1005,938
307326,1005,938
307376,1005,938
307426,1005,938
307476,1005,938
307526,1005,938
307576,1005,937
307627,1005,937
307677,1005,936
307727,1005,936
307777,1005,937
307827,1005,939
307877,1005,939
307927,1005,939
307977,1005,940
308027,1005,939
308077,1005,939
308127,1005,939
308177,1005,939
308227,1005,938
308277,1005,938
308327,1005,938
308377,1005,937
308427,1005,937
308477,1005,937
308527,1005,936
308577,1005,936
308627,1005,936
308677,1005,936
308727,1005,937
308777,1005,937
308827,1005,937
308877,1005,938
308927,1005,938
308977,1005,938
309027,1005,937
309078,1005,937
309128,1005,937
309178,1005,937
309228,1005,937
309278,1005,937
309328,1005,937
309378,1005,937
309428,1005,937
309478,1005,943
309528,1005,944
309578,1005,944
309628,1005,945
309678,1005,945
309728,1005,945
309778,1005,946
309828,1005,946
309878,1005,946
309928,1005,946
309978,1005,946
310028,1005,946
310078,1005,947
310128,1005,952
310178,1005,952
310228,1005,952
310278,1005,952
310328,1005,952
310378,1005,952
310428,1005,952
310478,1005,952
310528,1005,951
310578,1005,951
310628,1005,951
310678,1005,951
310728,1005,951
310778,1005,951
310828,1005,951
310878,1005,951
310928,1005,951
310978,1005,951
311028,1005,951
311078,1005,951
311128,1005,952
311178,1005,952
311228,1005,952
311278,1005,952
311328,1005,952
311378,1005,953
311428,1005,954
311478,1005,954
311528,1005,954
311578,1005,954
311628,1005,954
311678,1005,954
311728,1005,955
311778,1005,955
311828,1005,955
311878,1005,955
311928,1005,955
311979,1005,955
312029,1005,955
312079,1005,955
312129,1005,955
312179,1005,955
312229,1005,955
312279,1005,955
312329,1005,955
312379,1005,955
312429,1005,955
312479,1005,956
312529,1005,956
312579,1005,956
312629,1005,956
312679,1005,956
312729,1005,956
312779,1005,956
312829,1005,956
312879,1005,956
312929,1005,956
312979,1005,956
313029,1005,956
313079,1005,955
313129,1005,955
313179,1005,955
313229,1005,956
313279,1005,955
313329,1005,955
313379,1005,955
313430,1005,955
313480,1005,955
313530,1005,954
313580,1005,954
313630,1005,954
313680,1005,954
313730,1005,954
313780,1005,955
313830,1005,954
313880,1005,954
313930,1005,954
313980,1005,954
314030,1005,954
314080,1005,954
314130,1005,954
314180,1005,954
314230,1005,954
314280,1005,954
314330,1005,954
314380,1005,954
314430,1005,954
314480,1005,954
314530,1005,954
314580,1005,954
314630,1005,954
314680,1005,954
314730,1005,954
314780,1005,954
314830,1005,954
314880,1005,955
314930,1005,954
314980,1005,955
315030,1005,955
315080,1005,955
315130,1005,955
315180,1005,955
315230,1005,955
315280,1005,955
315330,1005,956
315380,1005,956
315430,1005,956
315480,1005,956
315530,1005,956
315580,1005,956
315630,1005,956
315680,1005,956
315730,1005,956
315780,1005,956
315830,1005,956
315880,1005,956
315930,1005,956
315980,1005,956
316030,1005,956
316080,1005,956
316130,1005,956
316180,1005,956
316230,1005,956
316280,1005,956
316331,1005,956
316381,1005,956
316431,1005,956
316481,1005,956
316531,1005,956
316581,1005,956
316631,1005,956
316681,1005,956
316731,1005,955
316781,1005,955
316831,1005,955
316881,1005,955
316931,1005,955
316981,1005,955
317031,1005,955
317081,1005,955
317131,1005,955
317181,1005,955
317231,1005,954
317281,1005,954
317331,1005,954
317381,1005,954
317431,1005,954
317481,1005,954
317531,1005,954
317581,1005,954
317631,1005,954
317681,1005,954
317731,1005,953
317782,1005,953
317832,1005,953
317882,1005,953
317932,1005,953
317982,1005,953
318032,1005,953
318082,1005,953
318132,1005,954
318182,1005,954
318232,1005,954
318282,1005,954
318332,1005,954
318382,1005,954
318432,1005,954
318482,1005,954
318532,1005,954
318582,1005,954
318632,1005,954
318682,1005,954
318732,1005,954
318782,1005,954
318832,1005,954
318882,1005,954
318932,1005,954
318982,1005,954
319032,1005,954
319082,1005,954
319132,1005,954
319182,1005,955
319232,1005,955
319282,1005,956
319332,1005,956
319382,1005,956
319432,1005,956
319482,1005,956
319532,1005,957
319582,1005,957
319632,1005,957
319682,1005,957
319732,1005,957
319782,1005,957
319832,1005,957
319882,1005,957
319932,1005,957
319982,1005,957
320032,1005,957
320082,1005,957
320132,1005,957
320182,1005,957
320232,1005,957
320282,1005,956
320332,1005,957
320382,1005,957
320432,1005,957
320482,1005,957
320532,1005,957
320582,1005,957
320632,1005,957
320683,1005,957
320733,1005,957
320783,1005,957
320833,1005,957
320883,1005,957
320933,1005,957
320983,1005,957
321033,1005,957
321083,1005,957
321133,1005,957
321183,1005,957
321233,1005,957
321283,1005,957
321333,1005,957
321383,1005,957
321433,1005,957
321483,1005,957
321533,1005,957
321583,1005,956
321633,1005,957
321683,1005,957
321733,1005,957
321783,1005,957
321833,1005,957
321883,1005,957
321933,1005,957
321983,1005,957
322033,1005,957
322083,1005,957
322134,1005,957
322184,1005,956
322234,1005,957
322284,1005,957
322334,1005,956
322384,1005,956
322434,1005,956
322484,1005,956
322534,1005,957
322584,1005,956
322634,1005,956
322684,1005,957
322734,1005,957
322784,1005,956
322834,1005,957
322884,1005,957
322934,1005,957
322984,1005,957
323034,1005,957
323084,1005,957
323134,1005,957
323184,1005,957
323234,1005,957
323284,1005,957
323334,1005,956
323384,1005,956
323434,1005,956
323484,1005,956
323534,1005,956
323584,1005,956
323634,1005,956
323684,1005,956
323734,1005,956
323784,1005,956
323834,1005,956
323884,1005,956
323934,1005,956
323984,1005,956
324034,1005,956
324084,1005,956
324134,1005,955
324184,1005,955
324234,1005,955
324284,1005,955
324334,1005,955
324384,1005,955
324434,1005,955
324484,1005,955
324534,1005,955
324584,1005,955
324634,1005,954
324684,1005,954
324734,1005,954
324784,1005,954
324834,1005,954
324884,1005,953
324934,1005,953
324984,1005,952
325035,1005,952
325085,1005,953
325135,1005,953
325185,1005,953
325235,1005,953
325285,1005,953
325335,1005,953
325385,1005,953
325435,1005,953
325485,1005,953
325535,1005,953
325585,1005,953
325635,1005,953
325685,1005,952
325735,1005,952
325785,1005,953
325835,1005,952
325885,1005,952
325935,1005,952
325985,1005,952
326035,1005,952
326085,1005,952
326135,1005,952
326185,1005,952
326235,1005,952
326285,1005,952
326335,1005,951
326385,1005,952
326435,1005,952
326486,1005,952
326536,1005,952
326586,1005,952
326636,1005,952
326686,1005,952
326736,1005,952
326786,1005,953
326836,1005,953
326886,1005,953
326936,1005,953
326986,1005,953
327036,1005,953
327086,1005,954
327136,1005,954
327186,1005,954
327236,1005,955
327286,1005,955
327336,1005,956
327386,1005,956
327436,1005,956
327486,1005,956
327536,1005,957
327586,1005,957
327636,1005,957
327686,1005,957
327736,1005,958
327786,1005,958
327836,1005,958
327886,1005,958
327936,1005,958
327986,1005,958
328036,1005,958
328086,1005,958
328136,1005,958
328186,1005,958
328236,1005,958
328286,1005,959
328336,1005,958
328386,1005,959
328436,1005,959
328486,1005,959
328536,1005,959
328586,1005,959
328636,1005,959
328686,1005,959
328736,1005,959
328786,1005,959
328836,1005,959
328886,1005,959
328936,1005,959
328986,1005,959
329036,1005,959
329086,1005,959
329136,1005,959
329186,1005,959
329236,1005,959
329286,1005,960
329336,1005,960
329387,1005,960
329437,1005,960
329487,1005,960
329537,1005,959
329587,1005,960
329637,1005,960
329687,1005,960
329737,1005,960
329787,1005,960
329837,1005,960
329887,1005,960
329937,1005,960
329987,1005,960
330037,1005,960
330087,1005,960
330137,1005,960
330187,1005,960
330237,1005,960
330287,1005,960
330337,1005,960
330387,1005,960
330437,1005,960
330487,1005,960
330537,1005,960
330587,1005,960
330637,1005,960
330687,1005,961
330737,1005,961
330787,1005,960
330838,1005,961
330888,1005,961
330938,1005,961
330988,1005,961
331038,1005,961
331088,1005,961
331138,1005,961
331188,1005,960
331238,1005,961
331288,1005,960
331338,1005,960
331388,1005,960
331438,1005,960
331488,1005,960
331538,1005,960
331588,1005,960
331638,1005,960
331688,1005,960
331738,1005,960
331788,1005,960
331838,1005,959
331888,1005,959
331938,1005,960
331988,1005,960
332038,1005,960
332088,1005,960
332138,1005,960
332188,1005,960
332238,1005,960
332288,1005,959
332338,1005,959
332388,1005,959
332438,1005,959
332488,1005,959
332538,1005,959
332588,1005,959
332638,1005,959
332688,1005,959
332738,1005,959
332788,1005,959
332838,1005,959
332888,1005,959
332938,1005,959
332988,1005,959
333038,1005,959
333088,1005,959
333138,1005,959
333188,1005,959
333238,1005,958
333288,1005,959
333338,1005,959
333388,1005,959
333438,1005,959
333488,1005,959
333538,1005,959
333588,1005,959
333638,1005,959
333688,1005,959
333739,1005,959
333789,1005,959
333839,1005,958
333889,1005,959
333939,1005,958
333989,1005,958
334039,1005,958
334089,1005,958
334139,1005,958
334189,1005,958
334239,1005,958
334289,1005,959
334339,1005,959
334389,1005,958
334439,1005,959
334489,1005,959
334539,1005,959
334589,1005,959
334639,1005,959
334689,1005,959
334739,1005,959
334789,1005,959
334839,1005,959
334889,1005,959
334939,1005,959
334989,1005,959
335039,1005,959
335089,1005,959
335139,1005,958
335190,1005,958
335240,1005,959
335290,1005,958
335340,1005,959
335390,1005,959
335440,1005,959
335490,1005,958
335540,1005,958
335590,1005,958
335640,1005,958
335690,1005,958
335740,1005,959
335790,1005,958
335840,1005,958
335890,1005,958
335940,1005,958
335990,1005,958
336040,1005,958
336090,1005,958
336140,1005,958
336190,1005,958
336240,1005,958
336290,1005,958
336340,1005,958
336390,1005,958
336440,1005,958
336490,1005,958
336540,1005,958
336590,1005,958
336640,1005,958
336690,1005,958
336740,1005,958
336790,1005,958
336840,1005,958
336890,1005,958
336940,1005,958
336990,1005,958
337040,1005,958
337090,1005,958
337140,1005,958
337190,1005,958
337240,1005,958
337290,1005,958
337340,1005,958
337390,1005,958
337440,1005,958
337490,1005,958
337540,1005,958
337590,1005,958
337640,1005,958
337690,1005,958
337740,1005,958
337790,1005,958
337840,1005,958
337890,1005,957
337940,1005,958
337990,1005,958
338040,1005,958
338091,1005,958
338141,1005,957
338191,1005,957
338241,1005,957
338291,1005,957
338341,1005,957
338391,1005,958
338441,1005,958
338491,1005,958
338541,1005,958
338591,1005,958
338641,1005,958
338691,1005,958
338741,1005,958
338791,1005,958
338841,1005,958
338891,1005,958
338941,1005,958
338991,1005,958
339041,1005,958
339091,1005,958
339141,1005,958
339191,1005,958
339241,1005,958
339291,1005,958
339341,1005,958
339391,1005,958
339441,1005,957
339491,1005,958
339542,1005,957
339592,1005,957
339642,1005,957
339692,1005,957
339742,1005,957
339792,1005,957
339842,1005,957
339892,1005,956
339942,1005,956
339992,1005,956
340042,1005,956
340092,1005,956
340142,1005,956
340192,1005,956
340242,1005,956
340292,1005,956
340342,1005,955
340392,1005,955
340442,1005,955
340492,1005,955
340542,1005,955
340592,1005,955
340642,1005,955
340692,1005,955
340742,1005,955
340792,1005,955
340842,1005,955
340892,1005,955
340942,1005,955
340992,1005,955
341042,1005,955
341092,1005,955
341142,1005,955
341192,1005,955
341242,1005,955
341292,1005,955
341342,1005,955
341392,1005,955
341442,1005,955
341492,1005,955
341542,1005,955
341592,1005,956
341642,1005,955
341692,1005,955
341742,1005,956
341792,1005,955
341842,1005,955
341892,1005,955
341942,1005,955
341992,1005,955
342042,1005,956
342092,1005,956
342142,1005,956
342192,1005,956
342242,1005,955
342292,1005,956
342342,1005,956
342392,1005,955
342443,1005,955
342493,1005,955
342543,1005,956
342593,1005,955
342643,1005,955
342693,1005,955
342743,1005,955
342793,1005,955
342843,1005,955
342893,1005,955
342943,1005,955
342993,1005,955
343043,1005,955
343093,1005,955
343143,1005,955
343193,1005,955
343243,1005,955
343293,1005,955
343343,1005,955
343393,1005,955
343443,1005,955
343493,1005,955
343543,1005,955
343593,1005,955
343643,1005,955
343693,1005,955
343743,1005,955
343793,1005,955
343843,1005,955
343894,1005,955
343944,1005,955
343994,1005,955
344044,1005,955
344094,1005,955
344144,1005,955
344194,1005,955
344244,1005,955
344294,1005,955
344344,1005,955
344394,1005,956
344444,1005,956
344494,1005,956
344544,1005,956
344594,1005,956
344644,1005,956
344694,1005,956
344744,1005,956
344794,1005,956
344844,1005,956
344894,1005,956
344944,1005,956
344994,1005,956
345044,1005,956
345094,1005,957
345144,1005,957
345194,1005,957
345244,1005,957
345294,1005,957
345344,1005,957
345394,1005,957
345444,1005,957
345494,1005,957
345544,1005,957
345594,1005,957
345644,1005,956
345694,1005,956
345744,1005,956
345794,1005,956
345844,1005,956
345894,1005,956
345944,1005,956
345994,1005,956
346044,1005,955
346094,1005,955
346144,1005,955
346194,1005,955
346244,1005,955
346294,1005,955
346344,1005,955
346394,1005,955
346444,1005,955
346494,1005,955
346544,1005,955
346594,1005,955
346644,1005,955
346694,1005,955
346744,1005,955
346795,1005,955
346845,1005,955
346895,1005,955
346945,1005,955
346995,1005,956
347045,1005,956
347095,1005,956
347145,1005,956
347195,1005,957
347245,1005,957
347295,1005,957
347345,1005,958
347395,1005,958
347445,1005,958
347495,1005,958
347545,1005,958
347595,1005,958
347645,1005,959
347695,1005,958
347745,1005,958
347795,1005,959
347845,1005,958
347895,1005,959
347945,1005,959
347995,1005,959
348045,1005,959
348095,1005,959
348145,1005,959
348195,1005,959
348246,1005,959
348296,1005,959
348346,1005,959
348396,1005,959
348446,1005,959
348496,1005,959
348546,1005,959
348596,1005,959
348646,1005,959
348696,1005,959
348746,1005,959
348796,1005,958
348846,1005,958
348896,1005,958
348946,1005,958
348996,1005,958
349046,1005,958
349096,1005,958
349146,1005,958
349196,1005,958
349246,1005,958
349296,1005,958
349346,1005,958
349396,1005,958
349446,1005,958
349496,1005,958
349546,1005,958
349596,1005,957
349646,1005,958
349696,1005,958
349746,1005,958
349796,1005,958
349846,1005,958
349896,1005,958
349946,1005,958
349996,1005,958
350046,1005,958
350096,1005,958
350146,1005,958
350196,1005,958
350246,1005,958
350296,1005,958
350346,1005,958
350396,1005,957
350446,1005,958
350496,1005,958
350546,1005,958
350596,1005,958
350646,1005,958
350696,1005,958
350746,1005,958
350796,1005,958
350846,1005,957
350896,1005,957
350946,1005,957
350996,1005,957
351046,1005,957
351096,1005,957
351147,1005,957
351197,1005,957
351247,1005,957
351297,1005,957
351347,1005,957
351397,1005,957
351447,1005,957
351497,1005,957
351547,1005,957
351597,1005,957
351647,1005,957
351697,1005,957
351747,1005,956
351797,1005,956
351847,1005,956
351897,1005,956
351947,1005,956
351997,1005,956
352047,1005,956
352097,1005,955
352147,1005,956
352197,1005,955
352247,1005,955
352297,1005,955
352347,1006,955
352397,1005,954
352447,1005,954
352497,1005,954
352547,1005,955
352598,1005,955
352648,1005,955
352698,1005,955
352748,1005,955
352798,1005,956
352848,1005,955
352899,1004,955
352948,1005,956
352998,1005,956
353048,1005,956
353098,1005,956
353148,1005,956
353198,1005,957
353248,1005,957
353298,1005,957
353348,1005,957
353398,1005,957
353448,1005,957
353498,1005,958
353548,1005,958
353598,1005,958
353648,1005,959
353698,1005,959
353748,1005,959
353798,1005,959
353848,1005,959
353898,1005,959
353948,1005,959
353998,1005,959
354048,1005,960
354098,1005,959
354148,1005,959
354198,1005,960
354248,1005,960
354298,1005,960
354348,1005,960
354398,1005,960
354448,1005,960
354498,1005,960
354548,1005,960
354598,1005,960
354648,1005,960
354698,1005,960
354748,1005,960
354798,1005,960
354848,1005,960
354898,1005,960
354948,1005,960
354998,1005,960
355048,1005,960
355098,1005,960
355148,1005,960
355198,1005,960
355248,1005,960
355298,1005,960
355348,1005,960
355398,1005,960
355448,1005,960
355499,1005,960
355549,1005,960
355599,1005,960
355649,1005,960
355699,1005,960
355749,1005,960
355799,1005,960
355849,1005,960
355899,1005,960
355949,1005,960
355999,1005,960
356049,1005,960
356099,1005,960
356149,1005,960
356199,1005,960
356249,1005,960
356299,1005,960
356349,1005,960
356399,1005,960
356449,1005,960
356499,1005,960
356549,1005,960
356599,1005,960
356649,1005,960
356699,1005,960
356749,1005,960
356799,1005,960
356849,1005,960
356899,1005,960
356950,1005,961
357000,1005,961
357050,1005,960
357100,1005,961
357150,1005,961
357200,1005,961
357250,1005,962
357300,1005,962
357350,1005,962
357400,1005,962
357450,1005,962
357500,1005,962
357550,1005,962
357600,1005,962
357650,1005,962
357700,1005,962
357750,1005,962
357800,1005,962
357850,1005,962
