Time(ms),TPS,AFR,TMP,VEL
261750,20,2,146,6
261800,20,2,146,4
261850,19,4,146,4
261900,20,4,146,4
261950,19,3,146,4
262000,20,3,146,4
262050,20,3,146,4
262100,20,3,146,4
262150,19,4,146,4
262200,20,3,146,4
262250,20,3,146,4
262300,19,5,146,4
262350,20,4,147,4
262400,19,3,146,4
262450,19,3,146,4
262500,20,3,146,4
262550,20,3,146,4
262600,19,3,146,4
262650,19,2,146,4
262700,20,3,146,4
262750,20,3,146,4
262800,20,2,146,4
262850,20,3,146,4
262900,20,3,146,6
262950,20,2,146,6
263000,20,3,146,6
263050,20,5,146,6
263100,21,3,146,6
263150,20,3,146,6
263200,20,3,146,6
263250,20,3,147,6
263300,20,3,146,6
263350,19,3,146,6
263400,20,3,146,6
263450,20,4,146,6
263500,20,2,146,6
263550,20,3,147,6
263600,19,3,146,6
263650,20,3,146,6
263700,20,3,146,6
263750,20,3,146,6
263800,19,4,146,6
263850,20,4,147,6
263900,20,3,146,6
263950,20,3,146,6
264000,20,2,146,6
264050,20,3,146,6
264100,19,3,146,6
264150,19,3,146,6
264200,20,4,146,6
264250,20,3,146,6
264300,20,3,147,6
264350,20,3,146,6
264400,19,3,146,6
264450,19,3,145,6
264500,20,3,146,6
264550,20,3,146,6
264600,20,2,147,6
264650,20,3,146,6
264700,19,3,146,6
264750,19,3,145,6
264800,20,3,146,6
264850,20,5,146,6
264900,20,3,147,6
264950,20,3,146,6
265000,20,3,146,6
265050,20,3,146,6
265100,20,3,146,6
265150,20,4,146,6
265200,20,3,146,6
265250,20,3,146,6
265300,20,3,146,6
265350,20,3,146,6
265400,20,3,146,6
265450,19,4,146,6
265500,20,3,145,6
265550,21,3,146,6
265600,20,3,146,6
265650,20,2,146,6
265700,20,3,146,6
265750,20,3,146,6
265800,20,2,146,6
265850,20,4,146,6
265900,20,3,146,6
265950,20,2,146,6
266000,20,3,146,6
266050,20,2,146,6
266100,20,2,146,6
266150,20,3,146,6
266200,20,3,146,8
266250,20,3,147,8
266300,20,3,146,8
266350,20,3,146,8
266400,20,2,146,8
266450,20,3,146,8
266500,20,3,146,8
266550,20,3,147,8
266600,20,3,146,8
266650,20,3,146,8
266700,20,2,146,8
266750,20,3,146,8
266800,20,4,146,8
266850,20,3,147,8
266900,20,3,146,8
266950,20,3,146,8
267000,20,4,147,8
267050,20,3,146,8
267100,20,4,146,8
267150,19,3,147,8
267200,19,3,146,8
267250,20,3,146,8
267300,20,4,147,6
267350,20,3,146,6
267400,20,3,146,6
267450,19,4,147,6
267500,20,3,146,6
267550,20,3,146,6
267600,20,4,147,6
267650,20,3,146,6
267700,20,3,146,6
267750,19,4,147,6
267800,20,3,146,6
267850,20,3,146,6
267900,20,4,147,6
267950,20,4,146,6
268000,20,3,146,6
268050,19,4,147,6
268100,19,3,146,6
268150,19,3,146,6
268200,19,4,147,6
268250,20,4,146,6
268300,20,3,146,6
268350,19,4,147,6
268400,20,3,146,8
268450,19,3,146,8
268500,19,4,147,8
268550,20,2,146,8
268600,20,3,146,8
268650,19,4,147,8
268700,20,3,146,8
268750,20,3,146,8
268800,20,5,147,8
268850,20,3,146,8
268900,19,3,146,8
268950,19,4,146,8
269000,19,3,146,8
269050,19,3,146,8
269100,19,5,147,8
269150,19,3,146,8
269200,20,3,146,8
269250,19,5,147,8
269300,19,3,146,8
269350,20,3,146,8
269400,19,4,147,8
269450,20,3,146,8
269500,20,3,146,8
269550,19,5,146,8
269600,20,3,146,8
269650,19,3,146,8
269700,19,5,146,8
269750,20,3,145,8
269800,20,3,146,8
269850,19,4,146,8
269900,20,2,146,8
269950,20,3,146,8
270000,19,4,146,8
270050,19,3,145,8
270100,19,2,146,8
270150,20,3,146,8
270200,19,2,146,8
270250,20,3,146,8
270300,19,4,146,8
270350,20,3,145,8
270400,20,3,146,8
270450,20,3,146,8
270500,20,2,146,8
270550,20,3,146,8
270600,19,4,146,8
270650,20,3,146,8
270700,20,3,146,8
270750,20,3,146,8
270800,20,2,146,8
270850,20,3,146,8
270900,20,4,146,8
270950,20,2,146,8
271000,20,3,146,8
271050,20,3,146,8
271100,20,3,147,8
271150,20,3,146,8
271200,20,3,146,8
271250,20,2,146,8
271300,20,3,146,8
271350,20,3,146,8
271400,20,4,147,8
271450,20,3,146,8
271500,20,3,146,8
271550,20,2,146,8
271600,20,3,146,8
271650,20,4,146,8
271700,19,4,147,10
271750,20,2,146,10
271800,19,3,146,10
271850,20,2,146,10
271900,20,4,146,10
271950,19,3,146,10
272000,20,2,146,10
272050,20,3,146,10
272100,20,3,146,10
272150,20,4,147,10
272200,19,3,146,10
272250,20,3,146,10
272300,20,4,147,10
272350,20,3,146,10
272400,20,3,146,10
272450,19,5,146,10
272500,20,3,146,10
272550,20,3,146,10
272600,20,5,147,10
272650,20,3,146,10
272700,20,3,146,10
272750,19,5,146,10
272800,20,3,146,8
272850,20,3,146,8
272900,19,5,147,8
272950,20,3,146,8
273000,20,3,146,8
273050,20,6,147,8
273100,20,2,146,8
273150,20,3,146,8
273200,19,5,146,8
273250,20,3,146,8
273300,20,3,146,8
273350,19,3,146,8
273400,19,3,146,8
273450,20,3,146,8
273500,19,5,146,8
273550,20,2,146,8
273600,20,3,146,8
273650,20,3,146,8
273700,20,2,146,8
273750,21,4,146,8
273800,20,3,146,8
273850,20,2,146,8
273900,20,3,146,10
273950,20,4,146,10
274000,20,4,147,10
274050,20,3,146,10
274100,19,3,146,10
274150,20,2,146,10
274200,20,3,146,10
274250,20,3,146,10
274300,19,3,147,10
274350,19,3,146,10
274400,21,3,146,10
274450,20,4,147,10
274500,19,3,146,10
274550,20,3,146,10
274600,20,3,147,10
274650,20,3,146,10
274700,20,3,146,10
274750,20,3,146,10
274800,20,3,146,10
274850,20,3,146,10
274900,19,5,147,10
274950,20,3,146,10
275000,20,3,146,10
275050,20,4,147,10
275100,20,3,146,10
275150,20,3,146,10
275200,19,3,147,10
275250,20,3,146,10
275300,20,3,146,10
275350,19,4,147,10
275400,20,3,146,10
275450,20,3,146,10
275500,20,4,147,10
275550,20,3,146,10
275600,20,3,146,10
275650,19,4,147,10
275700,19,3,146,10
275750,19,3,146,10
275800,19,4,147,10
275850,20,3,146,10
275900,20,4,146,10
275950,19,5,146,10
276000,19,3,145,10
276050,20,3,146,10
276100,20,5,147,11
276150,20,2,146,11
276200,20,3,146,11
276250,19,5,146,11
276300,20,3,145,11
276350,20,3,146,11
276400,19,4,147,11
276450,20,3,146,11
276500,21,4,146,11
276550,19,4,146,11
276600,20,3,145,11
276650,19,3,146,11
276700,20,5,147,11
276750,20,3,146,11
276800,19,3,146,11
276850,19,4,146,11
276900,20,4,146,11
276950,20,3,146,11
277000,19,5,146,11
277050,20,3,146,11
277100,20,4,146,11
277150,20,3,146,11
277200,19,2,146,11
277250,20,3,146,11
277300,20,5,147,11
277350,19,3,145,11
277400,19,3,146,11
277450,19,4,146,11
277500,20,4,146,11
277550,20,3,146,11
277600,19,4,146,11
277650,20,3,145,11
277700,20,4,146,11
277750,19,3,146,11
277800,19,2,146,11
277850,20,3,146,11
277900,20,4,146,11
277950,19,3,146,11
278000,20,2,146,11
278050,19,4,146,11
278100,20,2,146,11
278150,20,3,146,11
278200,19,4,146,11
278250,20,3,145,11
278300,20,3,146,12
278350,19,3,146,12
278400,20,3,146,12
278450,20,3,146,12
278500,19,3,146,12
278550,20,3,146,12
278600,20,3,146,12
278650,20,3,146,12
278700,20,3,146,12
278750,19,3,146,12
278800,19,3,146,12
278850,20,3,146,12
278900,20,3,146,12
278950,19,3,146,12
279000,20,3,146,12
279050,20,3,146,12
279100,19,3,146,12
279150,20,3,146,12
279200,19,3,146,12
279250,20,3,146,12
279300,20,3,145,12
279350,20,3,146,12
279400,20,4,146,11
279450,20,2,146,11
279500,20,3,146,11
279550,19,4,146,11
279600,20,3,145,11
279650,20,3,146,11
279700,19,5,146,11
279750,20,3,145,11
279800,20,3,146,11
279850,19,3,146,11
279900,20,2,145,11
279950,21,4,146,11
280000,19,3,146,11
280050,20,2,146,11
280100,20,3,146,11
280150,19,3,146,11
280200,20,3,146,11
280250,20,3,146,11
280300,20,4,146,11
280350,20,3,146,11
280400,20,3,146,11
280450,19,4,146,11
280500,20,2,146,13
280550,20,3,146,13
280600,20,3,146,13
280650,20,3,146,13
280700,20,3,146,13
280750,19,3,146,13
280800,20,2,146,13
280850,19,3,146,13
280900,20,3,146,13
280950,20,2,147,13
281000,21,4,146,13
281050,20,3,146,13
281100,20,2,146,13
281150,20,3,146,13
281200,20,3,146,13
281250,20,4,147,13
281300,19,3,146,13
281350,21,3,146,13
281400,20,3,147,13
281450,20,3,146,13
281500,20,3,146,13
281550,19,4,147,13
281600,20,3,146,12
281650,20,3,146,12
281700,20,4,147,12
281750,19,3,146,12
281800,20,3,146,12
281850,19,4,147,12
281900,20,3,146,12
281950,20,3,146,12
282000,20,3,147,12
282050,21,4,146,12
282100,20,2,146,12
282150,19,4,147,12
282200,20,3,146,12
282250,20,3,146,12
282300,19,4,147,12
282350,20,3,146,12
282400,20,3,146,12
282450,19,5,146,12
282500,20,3,146,12
282550,20,4,146,12
282600,19,5,146,12
282650,20,3,145,12
282700,20,3,146,12
282750,20,3,146,12
282800,20,3,146,12
282850,20,3,146,12
282900,20,4,146,12
282950,20,3,145,12
283000,20,3,146,12
283050,19,4,146,12
283100,20,3,145,12
283150,19,3,146,12
283200,19,4,146,12
283250,20,2,146,12
283300,20,2,146,12
283350,19,5,146,12
283400,21,3,146,12
283450,20,3,146,12
283500,20,3,146,12
283550,19,2,146,12
283600,20,3,146,12
283650,19,3,146,12
283700,20,3,145,12
283750,20,3,146,12
283800,20,3,146,14
283850,20,2,146,14
283900,20,3,146,14
283950,20,3,146,14
284000,20,2,146,14
284050,20,4,146,14
284100,20,3,146,14
284150,19,4,147,14
284200,19,3,146,14
284250,20,3,146,14
284300,20,2,146,14
284350,19,3,146,14
284400,19,3,146,14
284450,19,4,147,14
284500,19,3,146,14
284550,20,3,146,14
284600,19,3,147,14
284650,19,3,146,14
284700,20,3,146,14
284750,19,4,146,14
284800,20,3,146,14
284850,20,4,146,14
284900,19,4,147,14
284950,20,3,146,14
285000,20,4,146,14
285050,19,4,146,14
285100,20,2,146,14
285150,20,3,146,14
285200,19,4,146,14
285250,19,3,146,14
285300,20,3,146,14
285350,19,4,146,14
285400,20,3,146,14
285450,20,3,146,14
285500,19,5,146,14
285550,20,2,145,14
285600,20,3,146,14
285650,19,3,146,14
285700,20,3,146,14
285750,20,3,146,14
285800,19,5,146,14
285850,20,3,145,14
285900,20,3,146,14
285950,19,4,146,14
286000,20,3,146,14
286050,20,3,146,14
286100,19,4,146,14
286150,20,3,145,14
286200,20,3,146,14
286250,20,3,146,14
286300,20,3,145,14
286350,20,3,146,14
286400,19,4,146,14
286450,20,2,146,14
286500,19,3,146,14
286550,19,3,146,14
286600,20,3,146,14
286650,20,2,146,14
286700,20,3,146,14
286750,20,2,146,14
286800,20,3,146,14
286850,20,2,146,14
286900,20,2,146,14
286950,20,3,146,14
287000,20,3,146,14
287050,20,3,146,14
287100,20,3,146,15
287150,20,3,146,15
287200,20,2,146,15
287250,20,4,146,15
287300,20,3,146,15
287350,20,3,147,15
287400,21,3,146,15
287450,20,3,146,15
287500,20,2,146,15
287550,20,3,146,15
287600,20,3,146,15
287650,20,4,147,15
287700,20,3,146,15
287750,20,3,146,15
287800,20,4,147,15
287850,20,3,146,15
287900,20,3,146,15
287950,19,4,147,15
288000,20,3,146,15
288050,20,3,146,15
288100,19,4,147,15
288150,20,3,146,15
288200,20,3,146,15
288250,19,5,146,15
288300,20,3,146,15
288350,20,3,146,15
288400,19,4,147,15
288450,20,3,146,15
288500,20,3,146,15
288550,20,5,146,15
288600,20,3,146,15
288650,20,3,146,15
288700,20,5,146,15
288750,20,2,145,15
288800,20,3,146,15
288850,20,3,146,15
288900,20,3,146,15
288950,20,3,146,15
289000,20,3,146,15
289050,20,3,146,15
289100,20,3,146,15
289150,20,3,146,15
289200,20,3,145,15
289250,21,4,146,15
289300,19,3,146,16
289350,20,3,146,16
289400,20,3,146,16
289450,20,3,146,16
289500,20,3,145,16
289550,20,3,146,16
289600,20,3,146,16
289650,20,2,146,16
289700,20,3,146,16
289750,19,3,146,16
289800,20,3,146,16
289850,20,3,146,16
289900,20,3,146,16
289950,20,3,147,16
290000,20,2,146,16
290050,19,3,146,16
290100,20,2,146,16
290150,20,3,146,16
290200,20,3,146,16
290250,20,4,147,16
290300,20,3,146,16
290350,21,4,146,16
290400,20,3,147,16
290450,20,3,146,16
290500,20,3,146,16
290550,20,3,147,16
290600,20,3,146,16
290650,20,3,146,16
290700,20,3,146,16
290750,21,4,146,16
290800,20,3,146,16
290850,20,4,147,16
290900,20,3,146,16
290950,20,2,146,16
291000,20,3,146,16
291050,20,3,146,16
291100,20,3,146,16
291150,20,5,147,16
291200,20,3,146,16
291250,20,3,146,16
291300,19,4,147,16
291350,20,3,146,16
291400,20,3,146,16
291450,19,5,146,16
291500,20,3,146,16
291550,21,4,146,16
291600,20,5,146,16
291650,20,3,146,16
291700,20,3,146,16
291750,19,4,146,16
291800,20,3,146,16
291850,20,3,146,16
291900,19,5,146,16
291950,21,4,146,16
292000,20,3,146,16
292050,19,3,146,16
292100,20,3,145,16
292150,20,3,146,16
292200,20,4,146,16
292250,20,2,146,16
292300,20,3,146,16
292350,20,4,146,16
292400,20,3,146,16
292450,19,3,146,16
292500,19,3,146,16
292550,20,3,145,16
292600,20,3,146,17
292650,20,3,146,17
292700,20,2,145,17
292750,19,3,146,17
292800,20,4,146,17
292850,20,2,145,17
292900,19,3,146,17
292950,19,4,146,17
293000,20,2,145,17
293050,20,3,146,17
293100,20,3,146,17
293150,20,2,146,17
293200,20,3,146,17
293250,20,4,146,17
293300,20,3,145,17
293350,20,3,146,17
293400,20,3,146,17
293450,20,2,146,17
293500,21,4,146,17
293550,19,3,146,17
293600,19,2,146,17
293650,19,2,146,17
293700,20,3,146,17
293750,20,3,146,17
293800,19,2,146,17
293850,19,3,146,17
293900,20,2,145,17
293950,19,3,146,17
294000,19,3,146,17
294050,20,2,146,17
294100,20,2,145,17
294150,19,3,146,17
294200,20,2,146,17
294250,20,3,146,17
294300,20,3,146,17
294350,20,2,146,17
294400,20,2,146,17
294450,19,3,146,17
294500,19,3,146,17
294550,20,3,146,17
294600,19,3,146,17
294650,20,2,146,17
294700,20,3,146,17
294750,19,5,146,17
294800,20,3,146,18
294850,20,3,146,18
294900,20,3,146,18
294950,20,2,146,18
295000,19,3,146,18
295050,19,4,146,18
295100,20,3,146,18
295150,20,3,146,18
295200,19,3,146,18
295250,20,2,146,18
295300,20,3,146,18
295350,19,5,146,18
295400,20,2,146,18
295450,20,3,146,18
295500,20,4,146,18
295550,20,2,146,18
295600,20,3,145,18
295650,19,4,146,18
295700,20,3,145,18
295750,21,3,146,18
295800,19,3,146,18
295850,20,3,146,18
295900,20,3,146,18
295950,19,5,146,18
296000,20,3,146,18
296050,19,3,146,18
296100,19,4,146,18
296150,20,3,145,18
296200,20,2,146,18
296250,19,4,146,18
296300,19,3,145,18
296350,20,4,146,18
296400,19,3,146,18
296450,20,2,145,18
296500,20,3,146,18
296550,19,4,146,18
296600,20,3,146,18
296650,19,3,146,18
296700,20,3,146,18
296750,20,3,145,18
296800,19,3,146,18
296850,20,3,146,18
296900,19,2,146,18
296950,19,3,146,18
297000,20,3,146,18
297050,20,3,146,18
297100,19,3,146,18
297150,19,3,146,18
297200,20,3,145,18
297250,19,3,146,18
297300,20,3,146,18
297350,19,3,146,18
297400,19,3,146,18
297450,20,4,146,18
297500,20,2,146,18
297550,20,3,146,18
297600,19,4,146,18
297650,20,3,145,18
297700,20,4,146,18
297750,19,3,146,18
297800,19,2,146,18
297850,20,3,146,18
297900,19,4,146,18
297950,20,2,146,18
298000,19,3,146,18
298050,20,4,146,18
298100,20,4,147,18
298150,20,3,146,18
298200,20,3,146,18
298250,20,2,146,18
298300,20,4,146,18
298350,20,3,146,18
298400,20,2,146,18
298450,20,3,146,18
298500,19,3,146,18
298550,20,2,146,18
298600,19,3,146,18
298650,20,3,146,18
298700,20,3,147,18
298750,20,3,146,18
298800,20,3,146,18
298850,19,2,146,18
298900,20,3,146,18
298950,19,3,146,18
299000,19,3,146,18
299050,20,3,146,18
299100,20,3,145,18
299150,20,4,147,18
299200,20,3,146,18
299250,19,3,146,18
299300,19,4,147,18
299350,19,3,146,18
299400,19,3,145,18
299450,19,3,146,18
299500,20,3,146,18
299550,20,3,146,18
299600,19,3,147,18
299650,19,3,146,18
299700,20,3,146,18
299750,20,3,146,18
299800,20,3,146,18
299850,20,3,146,18
299900,19,4,147,18
299950,20,3,146,18
300000,19,3,146,18
300050,19,3,146,18
300100,19,3,146,18
300150,19,3,146,18
300200,20,4,147,18
300250,20,3,146,18
300300,19,3,146,18
300350,20,4,147,18
300400,20,3,146,18
300450,20,3,146,18
300500,19,4,147,18
300550,20,3,146,18
300600,20,3,146,18
300650,20,3,146,18
300700,20,3,146,18
300750,20,3,145,18
300800,20,2,146,18
300850,20,3,146,18
300900,20,3,146,18
300950,20,3,146,18
301000,20,3,146,18
301050,19,3,146,18
301100,19,3,146,18
301150,20,3,146,18
301200,19,3,146,18
301250,20,2,146,18
301300,20,4,146,18
301350,20,3,145,18
301400,20,3,145,18
301450,20,3,146,18
301500,20,3,146,18
301550,20,3,146,18
301600,19,3,146,18
301650,20,3,146,18
301700,20,3,145,18
301750,20,3,146,18
301800,19,3,146,18
301850,20,3,145,18
301900,20,3,146,18
301950,19,3,146,18
302000,20,3,145,18
302050,20,3,146,18
302100,20,4,146,18
302150,20,3,145,18
302200,20,3,146,18
302250,19,4,146,18
302300,19,2,146,18
302350,19,3,146,18
302400,20,5,146,18
302450,19,3,145,18
302500,20,3,146,18
302550,19,4,147,18
302600,20,3,146,18
302650,20,3,146,18
302700,18,4,146,18
302750,20,3,146,18
302800,20,3,146,18
302850,20,4,146,18
302900,20,3,146,18
302950,20,3,146,18
303000,19,4,147,18
303050,20,3,146,18
303100,19,3,145,18
303150,19,4,146,18
303200,20,3,145,18
303250,20,3,146,18
303300,19,5,146,18
303350,20,3,145,18
303400,20,3,146,18
303450,19,4,146,18
303500,20,3,146,18
303550,20,3,146,18
303600,19,5,146,18
303650,20,3,145,18
303700,20,2,146,18
303750,19,4,147,18
303800,20,3,146,18
303850,20,3,146,18
303900,19,4,146,18
303950,20,3,145,18
304000,20,3,146,18
304050,20,4,146,18
304100,20,3,146,18
304150,20,3,146,18
304200,19,5,146,18
304250,19,3,146,18
304300,20,3,146,18
304350,19,4,147,18
304400,20,3,145,18
304450,19,3,146,18
304500,19,4,146,18
304550,20,2,146,18
304600,20,3,146,18
304650,20,5,146,18
304700,19,3,145,18
304750,20,3,146,18
304800,19,3,146,18
304850,20,2,145,18
304900,20,4,146,18
304950,19,3,146,18
305000,20,3,145,18
305050,20,3,146,18
305100,20,3,146,18
305150,20,3,146,18
305200,20,2,145,18
305250,19,5,146,18
305300,20,3,146,18
305350,20,3,146,18
305400,19,3,146,18
305450,20,2,146,18
305500,20,3,146,18
305550,20,4,146,18
305600,20,3,146,18
305650,20,3,146,18
305700,20,3,146,18
305750,20,3,145,18
305800,20,3,146,17
305850,20,3,146,17
305900,20,3,146,17
305950,20,3,146,17
306000,20,3,146,17
306050,20,3,145,17
306100,20,3,146,17
306150,19,3,146,17
306200,20,3,146,17
306250,20,3,146,17
306300,20,3,146,17
306350,20,2,145,17
306400,20,3,146,17
306450,19,3,146,17
306500,20,2,146,17
306550,20,3,146,17
306600,20,3,146,17
306650,20,3,145,17
306700,20,3,146,17
306750,20,3,146,17
306800,19,2,146,17
306850,20,3,146,17
306900,20,3,146,17
306950,20,3,146,17
307000,21,3,146,17
307050,20,3,146,17
307100,20,2,146,17
307150,20,2,146,17
307200,19,3,146,17
307250,20,2,146,17
307300,20,3,146,17
307350,19,3,146,17
307400,20,3,146,17
307450,20,3,146,17
307500,19,3,146,17
307550,21,3,146,17
307600,20,3,146,17
307650,20,3,146,17
307700,20,3,146,17
307750,20,3,145,17
307800,19,4,146,17
307850,20,2,145,17
307900,20,3,146,17
307950,20,4,146,17
308000,20,2,146,16
308050,20,3,146,16
308100,19,3,146,16
308150,20,3,146,16
308200,20,2,146,16
308250,19,3,146,16
308300,20,3,147,16
308350,20,3,146,16
308400,20,3,146,16
308450,20,2,146,16
308500,20,3,146,16
308550,20,3,146,16
308600,20,3,147,16
308650,21,4,146,16
308700,20,3,146,16
308750,19,2,146,16
308800,20,3,146,16
308850,19,3,146,16
308900,20,3,147,16
308950,20,3,146,16
309000,19,3,146,16
309050,20,2,146,16
309100,20,3,146,16
309150,20,3,146,16
309200,20,3,146,16
309250,20,3,146,16
309300,20,3,146,16
309350,20,3,146,16
309400,20,3,146,16
309450,20,3,145,16
309500,20,4,147,16
309550,19,3,146,16
309600,20,3,146,16
309650,20,3,146,16
309700,19,3,146,16
309750,20,3,146,16
309800,19,4,147,16
309850,19,3,146,16
309900,19,3,146,16
309950,20,2,146,16
310000,20,3,146,16
310050,20,3,146,16
310100,20,3,147,16
310150,20,3,146,16
310200,19,3,146,14
310250,20,2,146,14
310300,20,3,146,14
310350,20,3,146,14
310400,19,2,146,14
310450,20,3,146,14
310500,20,4,146,14
310550,20,2,146,14
310600,20,3,146,14
310650,20,4,146,14
310700,19,3,145,14
310750,20,3,146,14
310800,20,4,146,14
310850,19,2,146,14
310900,20,3,146,14
310950,20,3,146,14
311000,20,2,146,14
311050,20,3,146,14
311100,19,3,146,14
311150,20,2,146,14
311200,20,3,146,14
311250,20,3,146,14
311300,20,3,146,16
311350,20,3,146,16
311400,20,3,146,16
311450,20,2,146,16
311500,20,2,145,16
311550,19,3,146,16
311600,19,3,145,16
311650,19,2,146,16
311700,20,2,146,16
311750,20,2,146,16
311800,20,2,146,16
311850,19,3,146,16
311900,20,2,146,16
311950,20,3,146,16
312000,20,2,146,16
312050,20,3,147,16
312100,20,2,146,16
312150,20,4,146,16
312200,20,2,146,16
312250,20,3,146,16
312300,20,3,146,16
312350,19,3,147,16
312400,19,3,146,14
312450,20,3,146,14
312500,20,2,146,14
312550,20,3,146,14
312600,20,3,146,14
312650,20,3,147,14
312700,20,3,146,14
312750,20,4,146,14
312800,20,2,146,14
312850,20,3,146,14
312900,21,3,146,14
312950,20,3,147,14
313000,20,3,146,14
313050,19,3,146,14
313100,20,2,146,14
313150,20,3,146,14
313200,20,3,146,14
313250,20,3,147,14
313300,20,3,146,14
313350,20,3,146,14
313400,20,3,146,14
313450,20,3,146,14
313500,20,3,146,14
313550,19,4,147,14
313600,20,3,146,14
313650,20,3,146,14
313700,21,4,147,14
313750,20,3,146,14
313800,20,3,146,14
313850,20,5,147,14
313900,22,3,146,14
313950,21,3,146,14
314000,20,3,146,14
314050,20,3,146,14
314100,20,2,146,14
314150,21,4,147,14
314200,19,3,146,14
314250,20,3,146,14
314300,34,3,147,14
314350,25,3,146,14
314400,31,3,146,14
314450,33,4,146,14
314500,45,3,146,14
314550,31,3,146,14
314600,40,5,146,14
314650,41,4,146,14
314700,38,4,146,14
314750,31,3,146,14
314800,29,4,146,14
314850,27,5,147,14
314900,28,4,146,14
314950,27,3,146,14
315000,24,3,146,14
315050,23,3,146,14
315100,22,5,146,14
315150,24,4,147,14
315200,23,3,146,14
315250,23,3,146,14
315300,23,3,146,14
315350,23,4,147,14
315400,23,3,145,14
315450,26,4,146,14
315500,27,4,146,14
315550,27,4,146,14
315600,28,4,146,14
315650,24,7,147,14
315700,23,3,146,14
315750,23,3,145,14
315800,20,4,146,14
315850,20,4,146,14
315900,24,5,146,14
315950,19,5,146,14
316000,13,8,147,14
316050,20,4,146,14
316100,57,4,146,14
316150,77,5,147,14
316200,96,4,146,14
316250,113,3,146,14
316300,136,3,146,14
316350,153,4,146,14
316400,158,3,146,14
316450,180,3,146,14
316500,194,5,146,14
316550,281,5,146,14
316600,234,3,146,14
316650,314,3,146,14
316700,427,6,146,14
316750,551,4,146,14
316800,455,3,146,12
316850,677,4,146,12
316900,683,3,146,12
316950,684,4,146,12
317000,685,3,145,12
317050,684,4,145,12
317100,684,4,147,12
317150,685,3,146,12
317200,684,3,145,12
317250,684,4,146,12
317300,684,3,145,12
317350,682,5,146,12
317400,682,4,146,12
317450,681,3,146,12
317500,680,3,146,12
317550,678,4,146,12
317600,679,6,146,12
317650,678,20,146,12
317700,678,5,146,12
317750,679,6,146,12
317800,681,4,146,12
317850,682,4,147,12
317900,681,7,146,13
317950,684,81,146,13
318000,685,14,146,13
318050,686,97,146,13
318100,686,247,146,13
318150,686,256,146,13
318200,686,297,146,13
318250,686,310,145,13
318300,687,305,146,13
318350,687,305,145,13
318400,687,553,145,13
318450,686,444,145,13
318500,687,311,145,13
318550,687,292,145,13
318600,688,288,145,13
318650,688,286,146,13
318700,687,303,145,13
318750,688,295,145,13
318800,687,300,145,13
318850,687,298,145,13
318900,687,307,146,13
318950,686,324,145,13
319000,685,318,145,12
319050,685,324,146,12
319100,685,333,145,12
319150,684,336,146,12
319200,682,326,145,12
319250,683,324,145,12
319300,683,318,145,12
319350,681,350,145,12
319400,681,331,145,12
319450,682,326,144,12
319500,682,314,145,12
319550,681,266,146,12
319600,680,192,146,12
319650,680,134,146,12
319700,679,102,146,12
319750,679,89,146,12
319800,678,72,146,12
319850,680,49,146,12
319900,680,14,146,12
319950,679,1,146,12
320000,680,2,147,12
320050,680,1,146,12
320100,680,3,146,11
320150,679,2,146,11
320200,681,42,146,11
320250,684,67,146,11
320300,684,4,145,11
320350,683,4,146,11
320400,683,6,146,11
320450,683,5,146,11
320500,682,3,146,11
320550,682,4,146,11
320600,683,4,146,11
320650,683,5,147,11
320700,683,6,146,11
320750,683,5,146,11
320800,683,2,146,11
320850,683,2,146,11
320900,684,10,146,11
320950,683,40,146,11
321000,684,2,146,11
321050,684,1,146,11
321100,684,1,146,11
321150,683,2,146,11
321200,684,3,145,12
321250,684,3,146,12
321300,684,26,146,12
321350,683,5,146,12
321400,684,4,146,12
321450,684,4,145,12
321500,684,6,147,12
321550,683,4,145,12
321600,684,4,146,12
321650,685,6,147,12
321700,686,4,146,12
321750,687,6,147,12
321800,691,4,146,12
321850,691,7,146,12
321900,691,5,146,12
321950,690,7,146,12
322000,691,4,145,12
322050,691,4,146,12
322100,690,4,146,12
322150,691,4,146,12
322200,691,4,145,12
322250,691,4,146,12
322300,690,3,146,10
322350,691,4,146,10
322400,691,4,146,10
322450,693,4,146,10
322500,692,6,147,10
322550,693,4,146,10
322600,695,6,146,10
322650,702,5,146,10
322700,699,5,146,10
322750,695,4,146,10
322800,692,5,146,10
322850,685,4,146,10
322900,636,4,146,10
322950,624,4,146,10
323000,621,4,146,10
323050,621,6,146,10
323100,623,4,146,10
323150,626,4,146,10
323200,625,4,146,10
323250,626,4,146,10
323300,625,3,146,10
323350,625,4,146,10
323400,625,6,146,10
323450,623,5,146,10
323500,623,6,146,10
323550,616,4,146,10
323600,597,4,146,10
323650,569,4,146,10
323700,551,4,146,10
323750,524,5,147,10
323800,487,4,146,10
323850,454,5,147,10
323900,409,5,146,10
323950,358,4,146,10
324000,285,4,145,10
324050,254,4,146,10
324100,245,4,146,10
324150,247,4,146,10
324200,250,5,147,10
324250,251,4,146,10
324300,252,4,146,10
324350,252,5,146,10
324400,251,4,146,10
324450,252,3,146,10
324500,252,4,146,10
324550,252,23,147,10
324600,253,32,146,10
324650,255,13,146,10
324700,255,23,146,10
324750,258,2,146,10
324800,256,15,147,10
324850,256,15,146,10
324900,256,21,146,10
324950,256,4,146,10
325000,256,75,146,10
325050,257,65,146,10
325100,257,9,146,10
325150,257,2,146,10
325200,258,2,146,10
