Time(ms),TPS,AFR,TMP,VEL
198250,20,3,146,16
198300,20,4,146,16
198350,20,2,146,16
198400,20,3,146,16
198450,20,5,147,16
198500,20,3,146,16
198550,20,3,147,16
198600,20,3,146,16
198650,20,2,146,16
198700,20,3,146,16
198750,19,3,146,16
198800,20,3,146,16
198850,20,3,146,16
198900,20,3,147,16
198950,20,3,146,16
199000,21,4,146,16
199050,19,4,147,16
199100,20,3,146,16
199150,21,3,147,16
199200,20,3,146,16
199250,20,2,146,16
199300,20,3,146,16
199350,19,3,146,16
199400,20,3,146,16
199450,20,3,146,16
199500,20,3,146,16
199550,20,2,146,16
199600,20,3,146,16
199650,19,4,147,16
199700,20,3,146,16
199750,20,3,146,16
199800,20,3,146,16
199850,20,3,147,16
199900,20,3,146,16
199950,19,4,147,16
200000,21,4,146,16
200050,20,2,146,16
200100,20,3,146,16
200150,21,4,146,16
200200,20,3,146,16
200250,19,3,146,16
200300,20,2,146,16
200350,20,3,146,16
200400,20,2,146,16
200450,20,3,146,16
200500,20,3,146,16
200550,20,3,146,16
200600,20,3,147,16
200650,20,3,146,16
200700,20,3,146,16
200750,20,2,146,16
200800,20,3,146,16
200850,20,3,146,16
200900,20,2,146,16
200950,20,3,146,16
201000,20,3,146,16
201050,20,3,146,16
201100,20,3,146,16
201150,19,3,146,16
201200,20,2,146,16
201250,20,3,146,16
201300,20,2,146,14
201350,20,3,146,14
201400,20,3,146,14
201450,19,4,146,14
201500,20,2,146,14
201550,20,3,146,14
201600,19,5,146,14
201650,20,3,146,14
201700,20,3,146,14
201750,19,4,146,14
201800,20,2,147,14
201850,20,3,146,14
201900,19,4,146,14
201950,20,2,146,14
202000,20,3,146,14
202050,20,3,146,14
202100,20,3,147,14
202150,20,3,146,14
202200,19,4,146,14
202250,20,2,146,14
202300,20,3,146,14
202350,20,3,146,14
202400,20,3,147,16
202450,20,3,146,16
202500,19,3,146,16
202550,20,2,146,16
202600,20,2,146,16
202650,20,3,146,16
202700,20,4,147,16
202750,20,3,146,16
202800,20,3,146,16
202850,20,2,146,16
202900,20,3,146,16
202950,20,3,146,16
203000,20,3,147,16
203050,20,3,146,16
203100,20,3,146,16
203150,20,3,147,16
203200,20,3,146,16
203250,20,3,146,16
203300,20,4,147,16
203350,20,3,146,16
203400,20,3,146,16
203450,20,3,147,16
203500,20,3,146,14
203550,20,2,146,14
203600,20,4,147,14
203650,20,3,146,14
203700,20,3,146,14
203750,20,2,146,14
203800,20,3,146,14
203850,20,3,146,14
203900,20,3,147,14
203950,20,3,146,14
204000,20,3,146,14
204050,20,2,146,14
204100,20,3,146,14
204150,20,3,146,14
204200,20,2,147,14
204250,20,3,146,14
204300,20,3,146,14
204350,20,3,147,14
204400,21,3,146,14
204450,20,3,146,14
204500,19,4,147,14
204550,21,4,146,14
204600,20,3,146,14
204650,20,3,147,14
204700,20,3,146,14
204750,20,3,146,14
204800,20,2,146,14
204850,20,3,146,14
204900,20,3,146,14
204950,20,3,147,14
205000,20,3,146,14
205050,20,4,147,14
205100,20,2,146,14
205150,20,3,146,14
205200,21,4,146,14
205250,20,2,147,14
205300,20,3,146,14
205350,20,3,146,14
205400,20,2,146,14
205450,19,3,146,14
205500,19,3,146,14
205550,20,2,147,14
205600,20,2,146,14
205650,20,3,146,14
205700,21,4,146,13
205750,20,3,146,13
205800,20,3,146,13
205850,20,2,146,13
205900,20,2,146,13
205950,20,3,146,13
206000,19,3,145,13
206050,20,3,146,13
206100,19,3,146,13
206150,20,2,146,13
206200,21,4,147,13
206250,20,3,146,13
206300,20,3,146,13
206350,20,3,146,13
206400,20,2,146,13
206450,20,2,146,13
206500,19,3,146,13
206550,20,4,147,13
206600,20,3,146,13
206650,19,3,146,13
206700,19,4,147,13
206750,20,2,146,13
206800,20,3,146,13
206850,19,5,147,13
206900,20,2,146,13
206950,20,3,146,13
207000,19,3,146,13
207050,20,3,146,13
207100,20,3,146,13
207150,19,4,146,13
207200,20,2,145,13
207250,20,3,146,13
207300,19,3,146,13
207350,20,3,146,13
207400,21,4,147,13
207450,20,4,146,13
207500,20,3,146,13
207550,20,3,146,13
207600,20,3,146,13
207650,20,3,146,13
207700,20,3,146,13
207750,19,4,147,13
207800,20,3,146,13
207850,20,3,146,13
207900,20,5,147,13
207950,20,2,146,13
208000,20,3,146,13
208050,19,4,147,13
208100,20,3,146,13
208150,19,3,146,13
208200,19,3,146,13
208250,21,3,147,13
208300,20,3,146,13
208350,19,3,146,13
208400,20,2,145,13
208450,20,3,146,13
208500,20,2,146,13
208550,20,2,146,13
208600,21,3,146,13
208650,19,3,146,13
208700,20,2,146,13
208750,20,2,146,13
208800,20,2,146,13
208850,20,4,146,13
208900,20,2,146,13
208950,19,4,146,13
209000,20,2,146,13
209050,20,3,146,13
209100,20,3,146,13
209150,20,3,146,13
209200,20,3,146,13
209250,19,3,146,13
209300,20,3,146,13
209350,21,3,146,13
209400,20,3,146,13
209450,20,3,147,13
209500,20,3,146,13
209550,20,2,146,13
209600,20,2,146,13
209650,20,3,146,13
209700,20,3,146,13
209750,20,3,146,13
209800,20,3,146,13
209850,19,3,146,13
209900,20,4,146,13
209950,20,3,146,13
210000,20,3,146,13
210050,20,3,146,13
210100,20,3,146,11
210150,19,3,146,11
210200,20,3,146,11
210250,20,3,146,11
210300,19,3,146,11
210350,20,3,146,11
210400,20,3,146,11
210450,19,4,146,11
210500,20,2,146,11
210550,20,3,146,11
210600,19,3,146,11
210650,20,3,146,11
210700,19,2,146,11
210750,19,3,146,11
210800,19,2,146,11
210850,20,3,146,11
210900,20,3,146,11
210950,20,3,146,11
211000,20,3,146,11
211050,19,3,146,11
211100,20,2,146,11
211150,20,3,146,11
211200,19,4,146,11
211250,20,3,146,11
211300,20,3,146,11
211350,20,3,146,11
211400,20,2,146,11
211450,21,3,146,11
211500,19,3,146,11
211550,20,3,146,11
211600,20,3,146,11
211650,20,5,146,11
211700,20,2,146,11
211750,20,3,146,11
211800,20,4,146,11
211850,20,3,146,11
211900,20,3,146,11
211950,20,3,146,11
212000,20,2,146,11
212050,20,3,146,11
212100,20,3,146,11
212150,20,3,146,11
212200,20,3,146,11
212250,19,3,146,11
212300,20,2,147,12
212350,19,3,146,12
212400,19,5,146,12
212450,20,3,146,12
212500,20,2,146,12
212550,20,3,146,12
212600,20,2,146,12
212650,20,3,146,12
212700,19,3,146,12
212750,19,3,146,12
212800,20,3,146,12
212850,19,4,146,12
212900,21,3,147,12
212950,20,3,146,12
213000,19,4,147,12
213050,20,3,146,12
213100,20,3,146,12
213150,20,3,147,12
213200,20,2,146,12
213250,20,3,146,12
213300,19,3,146,12
213350,20,3,147,12
213400,20,3,146,10
213450,20,3,146,10
213500,20,3,147,10
213550,20,3,146,10
213600,20,3,146,10
213650,20,2,147,10
213700,20,3,146,10
213750,20,4,146,10
213800,19,4,147,10
213850,20,3,146,10
213900,20,3,146,10
213950,20,2,147,10
214000,20,3,146,10
214050,20,3,146,10
214100,19,4,147,10
214150,20,3,146,10
214200,20,4,146,10
214250,19,4,147,10
214300,20,3,146,10
214350,19,3,146,10
214400,21,4,146,10
214450,20,3,146,10
214500,20,3,146,10
214550,20,4,147,10
214600,20,3,146,10
214650,20,3,146,10
214700,19,4,147,10
214750,20,3,146,10
214800,20,3,146,10
214850,20,5,147,10
214900,20,3,146,10
214950,20,3,146,10
215000,20,4,147,10
215050,20,3,146,10
215100,20,3,146,10
215150,19,5,147,10
215200,20,3,146,10
215250,20,3,146,10
215300,20,5,147,10
215350,20,3,146,10
215400,20,3,146,10
215450,19,5,146,10
215500,20,3,146,10
215550,21,4,146,10
215600,20,5,146,10
215650,20,3,146,10
215700,20,3,146,10
215750,19,5,147,10
215800,20,2,146,10
215850,20,3,146,10
215900,19,5,146,10
215950,20,3,145,10
216000,20,4,146,10
216050,20,3,146,10
216100,20,2,146,10
216150,20,3,146,10
216200,19,5,147,10
216250,21,4,146,10
216300,19,2,146,10
216350,19,3,146,10
216400,20,2,146,10
216450,20,3,146,10
216500,20,3,146,10
216550,20,3,146,10
216600,19,3,146,10
216650,19,3,146,10
216700,20,2,146,8
216750,20,3,146,8
216800,19,3,146,8
216850,20,3,146,8
216900,20,3,146,8
216950,19,3,146,8
217000,20,2,147,8
217050,20,3,146,8
217100,19,3,147,8
217150,20,2,146,8
217200,20,3,146,8
217250,20,2,146,8
217300,20,3,147,8
217350,20,3,146,8
217400,19,3,146,8
217450,20,3,146,8
217500,20,3,146,8
217550,20,3,146,8
217600,20,3,145,8
217650,20,3,146,8
217700,19,5,146,8
217750,20,2,146,8
217800,20,3,146,10
217850,20,3,146,10
217900,20,3,146,10
217950,20,3,146,10
218000,20,3,146,10
218050,20,2,146,10
218100,20,3,146,10
218150,20,3,146,10
218200,20,2,146,10
218250,20,2,146,10
218300,19,3,146,10
218350,20,2,146,10
218400,20,3,146,10
218450,19,3,146,10
218500,20,4,147,10
218550,20,3,146,10
218600,20,3,146,10
218650,20,2,147,10
218700,20,2,146,10
218750,21,4,146,10
218800,20,2,147,10
218850,19,3,146,10
218900,20,3,146,8
218950,20,2,146,8
219000,21,4,146,8
219050,20,3,146,8
219100,20,2,146,8
219150,20,3,146,8
219200,20,3,146,8
219250,20,2,146,8
219300,20,3,146,8
219350,20,3,146,8
219400,20,2,146,8
219450,20,3,146,8
219500,20,3,146,8
219550,21,4,147,8
219600,20,3,146,8
219650,20,3,146,8
219700,20,2,146,8
219750,20,3,146,8
219800,20,3,146,8
219850,20,5,147,8
219900,20,3,145,8
219950,20,3,146,8
220000,20,4,147,8
220050,20,3,146,8
220100,20,3,146,8
220150,19,4,146,8
220200,20,3,146,8
220250,20,3,146,8
220300,19,4,147,8
220350,20,3,146,8
220400,21,4,146,8
220450,19,4,146,8
220500,20,3,145,8
220550,20,3,146,8
220600,19,4,147,8
220650,20,3,146,8
220700,21,3,146,8
220750,20,4,146,8
220800,20,3,146,8
220850,20,3,146,8
220900,19,4,147,8
220950,20,3,146,8
221000,21,4,146,8
221050,19,3,146,8
221100,20,3,146,8
221150,20,3,146,8
221200,19,5,146,8
221250,20,3,146,8
221300,21,4,146,8
221350,20,3,146,8
221400,20,3,145,8
221450,20,3,146,8
221500,19,4,146,8
221550,20,3,146,8
221600,21,3,146,8
221650,20,3,146,8
221700,20,3,146,8
221750,20,3,146,8
221800,19,4,146,8
221850,20,3,146,8
221900,20,3,146,8
221950,20,3,146,8
222000,20,3,146,8
222050,20,3,146,8
222100,19,4,146,8
222150,20,3,145,8
222200,20,4,146,7
222250,20,3,146,7
222300,20,3,145,7
222350,20,3,146,7
222400,19,5,146,7
222450,20,3,146,7
222500,20,3,146,7
222550,19,3,146,7
222600,20,3,146,7
222650,19,3,146,7
222700,19,3,146,7
222750,20,3,146,7
222800,20,2,146,7
222850,20,5,147,7
222900,20,2,146,7
222950,20,3,146,7
223000,19,3,146,7
223050,20,2,146,7
223100,20,3,146,7
223150,19,4,147,7
223200,19,2,146,7
223250,20,3,146,7
223300,20,3,146,7
223350,20,2,146,7
223400,20,3,146,7
223450,19,5,147,7
223500,20,3,145,7
223550,20,3,146,7
223600,20,3,146,7
223650,20,2,146,7
223700,20,3,146,7
223750,19,5,146,7
223800,20,3,146,7
223850,21,3,146,7
223900,20,3,146,7
223950,20,3,146,7
224000,20,3,146,7
224050,19,3,146,7
224100,20,3,146,7
224150,20,3,146,7
224200,20,4,146,7
224250,20,4,147,7
224300,20,2,146,7
224350,19,3,146,7
224400,19,3,145,6
224450,20,3,146,6
224500,19,4,146,6
224550,20,3,146,6
224600,20,3,146,6
224650,19,3,146,6
224700,20,3,146,6
224750,20,3,146,6
224800,19,3,146,6
224850,19,2,146,6
224900,20,3,146,6
224950,20,3,146,6
225000,20,2,146,6
225050,20,3,146,6
225100,20,3,146,6
225150,19,2,146,6
225200,20,3,146,6
225250,19,5,146,6
225300,21,3,146,6
225350,20,3,146,6
225400,20,3,146,6
225450,20,3,147,6
225500,20,3,146,6
225550,20,3,146,6
225600,20,3,146,6
225650,20,4,146,6
225700,20,3,146,6
225750,20,2,146,6
225800,20,3,146,6
225850,20,3,146,6
225900,20,2,146,6
225950,20,3,146,6
226000,19,3,146,6
226050,20,3,145,6
226100,20,3,146,6
226150,20,3,146,6
226200,20,3,147,6
226250,20,3,146,6
226300,20,3,146,6
226350,20,3,146,6
226400,20,2,146,6
226450,20,4,146,6
226500,19,4,147,6
226550,20,3,146,6
226600,20,3,146,6
226650,20,2,146,6
226700,20,3,146,6
226750,20,3,146,6
226800,20,3,146,6
226850,20,3,146,6
226900,21,4,146,6
226950,19,4,147,6
227000,20,3,146,6
227050,20,3,146,6
227100,19,4,147,6
227150,20,3,146,6
227200,19,3,146,6
227250,20,2,146,6
227300,20,4,146,6
227350,20,3,146,6
227400,20,4,147,6
227450,20,3,146,6
227500,20,3,146,6
227550,20,2,146,6
227600,20,3,146,6
227650,20,3,146,6
227700,20,2,146,4
227750,21,3,146,4
227800,20,3,146,4
227850,19,4,147,4
227900,20,3,146,4
227950,20,3,146,4
228000,19,4,147,4
228050,20,3,146,4
228100,20,3,146,4
228150,20,2,146,4
228200,21,3,146,4
228250,20,3,146,4
228300,20,3,146,4
228350,20,3,146,4
228400,20,3,146,4
228450,20,4,147,4
228500,20,2,146,4
228550,20,3,146,4
228600,19,4,147,4
228650,20,4,146,4
228700,20,3,146,4
228750,19,5,147,4
228800,20,2,146,6
228850,20,3,146,6
228900,20,4,146,6
228950,20,2,146,6
229000,20,3,146,6
229050,19,4,147,6
229100,20,3,146,6
229150,21,3,146,6
229200,20,3,146,6
229250,20,3,146,6
229300,19,3,146,6
229350,19,4,146,6
229400,20,3,145,6
229450,20,3,146,6
229500,19,5,147,6
229550,20,3,146,6
229600,20,3,146,6
229650,20,5,147,6
229700,20,2,146,6
229750,20,3,146,6
229800,20,3,146,6
229850,19,3,146,6
229900,19,3,146,4
229950,19,5,146,4
230000,20,3,146,4
230050,20,3,146,4
230100,19,5,146,4
230150,20,3,146,4
230200,20,4,146,4
230250,20,3,146,4
230300,20,2,147,4
230350,20,3,146,4
230400,19,5,146,4
230450,20,3,145,4
230500,20,3,146,4
230550,19,5,146,4
230600,20,2,145,4
230650,20,3,146,4
230700,19,4,147,4
230750,21,4,146,4
230800,20,3,146,4
230850,20,3,146,4
230900,20,3,147,4
230950,20,3,146,4
231000,19,3,146,4
231050,19,3,145,4
231100,20,3,146,4
231150,19,3,146,4
231200,20,3,146,4
231250,20,3,146,4
231300,19,4,147,4
231350,21,3,146,4
231400,20,3,146,4
231450,20,3,146,4
231500,20,3,147,4
231550,20,3,146,4
231600,19,3,146,4
231650,20,3,145,4
231700,20,3,146,4
231750,19,5,146,4
231800,20,3,146,4
231850,20,3,146,4
231900,20,4,147,4
231950,21,3,146,4
232000,21,4,146,4
232050,20,3,146,4
232100,19,4,147,4
232150,20,3,146,4
232200,20,3,146,4
232250,20,2,146,4
232300,20,3,146,4
232350,20,3,146,4
232400,20,2,146,4
232450,20,3,146,4
232500,19,5,147,4
232550,20,2,146,4
232600,21,4,146,4
232650,21,3,146,4
232700,19,4,147,4
232750,20,3,146,4
232800,20,3,146,4
232850,20,3,147,4
232900,20,3,146,4
232950,20,3,146,4
233000,20,2,147,4
233050,20,3,146,4
233100,19,4,147,4
233150,20,3,146,4
233200,20,3,146,2
233250,19,4,146,2
233300,19,2,146,2
233350,20,4,146,2
233400,21,4,146,2
233450,19,5,146,2
233500,20,3,145,2
233550,20,2,146,2
233600,20,4,147,2
233650,20,3,146,2
233700,20,3,146,2
233750,20,3,147,2
233800,20,3,146,2
233850,20,3,146,2
233900,20,3,146,2
233950,20,3,146,2
234000,19,3,146,2
234050,20,2,146,2
234100,20,3,146,2
234150,20,4,146,2
234200,20,5,147,2
234250,20,3,145,2
234300,20,3,146,4
234350,19,4,146,4
234400,20,3,146,4
234450,20,3,146,4
234500,19,4,147,4
234550,20,2,146,4
234600,20,3,146,4
234650,19,5,146,4
234700,19,3,146,4
234750,20,3,146,4
234800,20,3,147,4
234850,19,3,146,4
234900,20,3,146,4
234950,20,2,146,4
235000,20,3,146,4
235050,20,3,146,4
235100,20,5,147,4
235150,20,2,146,4
235200,19,3,146,4
235250,20,3,146,4
235300,19,2,147,4
235350,20,3,146,4
235400,19,4,146,2
235450,20,3,145,2
235500,20,2,146,2
235550,19,4,146,2
235600,20,3,145,2
235650,20,3,146,2
235700,19,4,147,2
235750,20,3,146,2
235800,20,3,146,2
235850,19,4,147,2
235900,20,3,146,2
235950,20,3,146,2
236000,20,3,147,2
236050,20,3,146,2
236100,20,3,146,2
236150,20,4,146,2
236200,20,6,147,2
236250,20,3,146,2
236300,20,3,146,2
236350,19,5,147,2
236400,20,3,146,2
236450,20,3,146,2
236500,19,5,147,2
236550,20,2,146,2
236600,20,3,146,2
236650,20,3,147,2
236700,20,3,146,2
236750,20,3,146,2
236800,19,3,146,2
236850,19,3,146,2
236900,19,3,146,2
236950,19,3,146,2
237000,20,3,146,2
237050,19,4,146,2
237100,20,2,146,2
237150,20,3,146,2
237200,19,4,147,2
237250,20,3,146,2
237300,20,3,146,2
237350,19,5,146,2
237400,20,3,146,2
237450,21,4,146,2
237500,20,3,146,2
237550,20,5,147,2
237600,20,5,147,1
237650,20,3,146,1
237700,20,3,146,1
237750,20,4,147,1
237800,20,3,146,1
237850,20,3,146,1
237900,20,4,147,1
237950,20,3,146,1
238000,20,3,146,1
238050,20,2,146,1
238100,20,3,146,1
238150,20,3,146,1
238200,20,2,146,1
238250,20,3,146,1
238300,19,5,146,1
238350,20,3,146,1
238400,20,3,146,1
238450,19,5,147,1
238500,20,3,146,1
238550,20,3,146,1
238600,20,4,147,1
238650,20,3,146,1
238700,20,3,146,1
238750,19,5,147,1
238800,20,3,146,1
238850,20,3,146,1
238900,19,3,147,1
238950,20,3,146,1
239000,20,3,146,1
239050,20,3,147,1
239100,19,3,146,1
239150,19,3,146,1
239200,20,2,146,1
239250,20,3,146,1
239300,19,3,146,1
239350,20,3,146,1
239400,20,3,146,1
239450,20,5,147,1
239500,20,3,146,1
239550,20,3,146,1
239600,19,5,147,1
239650,20,3,146,1
239700,20,3,146,1
239750,20,3,147,1
239800,20,3,146,0
239850,20,3,146,0
239900,20,2,146,0
239950,20,3,146,0
240000,19,3,146,0
240050,20,3,146,0
240100,20,3,146,0
240150,19,4,146,0
240200,20,3,146,0
240250,20,3,146,0
240300,19,4,147,0
240350,20,3,146,0
240400,20,3,146,0
240450,19,4,147,0
240500,20,3,146,0
240550,20,3,146,0
240600,20,2,146,0
240650,20,3,146,0
240700,20,3,146,0
240750,20,2,146,0
240800,20,3,146,0
240850,20,3,146,0
240900,20,3,146,0
240950,20,3,146,0
241000,19,4,146,0
241050,20,3,146,0
241100,20,3,146,0
241150,19,5,146,0
241200,20,3,146,0
241250,20,3,146,0
241300,19,4,147,0
241350,20,3,146,0
241400,20,3,146,0
241450,19,4,147,0
241500,20,3,146,0
241550,20,3,146,0
241600,19,2,147,0
241650,20,3,146,0
241700,20,3,146,0
241750,20,3,146,0
241800,20,3,146,0
241850,19,4,146,0
241900,20,3,146,0
241950,20,3,146,0
242000,20,5,146,0
242050,20,3,146,0
242100,20,3,146,0
242150,19,4,147,0
242200,20,3,146,0
242250,20,2,146,0
242300,19,4,147,0
242350,20,3,146,0
242400,20,3,146,0
242450,20,2,146,0
242500,20,3,146,0
242550,20,3,146,0
242600,19,2,146,0
242650,20,2,146,0
242700,19,3,146,0
242750,20,3,146,0
242800,20,3,146,0
242850,19,3,146,0
242900,20,2,146,0
242950,20,3,146,0
243000,19,4,146,0
243050,20,3,146,0
243100,20,3,146,0
243150,19,5,147,0
243200,20,3,146,0
243250,19,3,146,0
243300,20,4,147,0
243350,20,3,146,0
243400,19,3,146,0
243450,20,3,147,0
243500,20,3,146,0
243550,19,3,146,0
243600,19,2,146,0
243650,20,3,146,0
243700,20,3,146,0
243750,19,2,146,0
243800,20,3,146,0
243850,19,5,146,0
243900,20,3,146,0
243950,20,3,146,0
244000,19,5,146,0
244050,20,2,146,0
244100,20,3,146,0
244150,19,5,146,0
244200,20,3,146,0
244250,20,3,146,0
244300,19,5,146,0
244350,20,3,146,0
244400,20,3,146,0
244450,20,4,147,0
244500,20,3,146,0
244550,20,3,146,0
244600,20,4,147,0
244650,20,3,146,0
244700,20,3,146,0
244750,20,2,146,0
244800,20,3,146,0
244850,19,3,146,0
244900,20,2,146,0
244950,20,3,146,0
245000,19,5,146,0
245050,20,3,146,0
245100,19,3,146,0
245150,19,5,146,0
245200,20,3,146,0
245250,20,3,146,0
245300,19,4,147,0
245350,20,3,146,0
245400,20,3,146,0
245450,20,4,146,0
245500,20,3,146,0
245550,20,3,146,0
245600,20,4,147,0
245650,20,3,146,0
245700,20,3,146,0
245750,20,3,147,0
245800,20,3,146,0
245850,19,3,146,0
245900,20,2,146,0
245950,20,3,146,0
246000,19,3,146,0
246050,20,2,146,0
246100,20,3,146,0
246150,19,5,146,0
246200,20,3,146,0
246250,20,3,146,0
246300,19,5,147,0
246350,20,3,146,0
246400,20,3,146,0
246450,20,3,146,0
246500,20,3,146,0
246550,20,3,146,0
246600,20,3,147,0
246650,20,3,146,0
246700,20,4,146,0
246750,20,2,146,0
246800,20,3,146,0
246850,20,3,146,0
246900,20,2,146,0
246950,20,3,146,0
247000,19,5,147,0
247050,20,3,146,0
247100,20,3,146,0
247150,19,4,146,0
247200,20,3,146,0
247250,20,3,146,0
247300,20,4,147,0
247350,20,3,146,0
247400,20,3,146,0
247450,20,4,147,0
247500,20,3,146,0
247550,20,3,146,0
247600,20,2,146,0
247650,20,3,146,0
247700,20,3,146,0
247750,20,2,146,0
247800,20,3,146,0
247850,19,3,146,0
247900,20,3,146,0
247950,20,3,146,0
248000,19,5,146,0
248050,20,3,145,0
248100,20,3,146,0
248150,19,4,147,0
248200,20,3,146,0
248250,20,3,146,0
248300,19,4,147,0
248350,20,3,146,0
248400,20,3,146,0
248450,19,3,147,0
248500,19,3,146,0
248550,20,3,146,0
248600,20,4,147,0
248650,20,2,146,0
248700,19,3,146,0
248750,20,2,146,0
248800,20,3,146,0
248850,20,3,146,0
248900,20,2,146,0
248950,20,3,146,0
249000,20,3,146,0
249050,20,3,145,0
249100,20,3,146,0
249150,19,5,146,0
249200,20,3,145,0
249250,20,3,146,0
249300,19,3,146,0
249350,20,3,146,0
249400,20,3,146,0
249450,19,5,147,0
249500,20,3,146,0
249550,20,3,146,0
249600,20,3,147,0
249650,20,3,146,0
249700,20,3,146,0
249750,20,4,147,0
249800,20,3,146,0
249850,20,3,146,0
249900,20,2,145,0
249950,20,3,146,0
250000,20,3,146,0
250050,20,2,146,0
250100,20,3,146,0
250150,20,3,146,0
250200,20,3,146,0
250250,20,3,146,0
250300,19,5,147,0
250350,20,3,146,0
250400,20,3,146,0
250450,19,5,146,0
250500,20,3,146,0
250550,19,3,146,0
250600,20,4,147,0
250650,20,2,146,0
250700,20,3,146,0
250750,20,3,147,0
250800,19,3,146,0
250850,19,3,146,0
250900,20,2,145,0
250950,20,3,146,0
251000,20,3,146,0
251050,19,2,146,0
251100,20,3,146,0
251150,19,5,146,0
251200,20,3,146,0
251250,19,3,146,0
251300,20,5,146,0
251350,19,3,146,0
251400,20,2,146,0
251450,19,4,147,0
251500,20,3,146,0
251550,20,3,146,0
251600,19,4,147,0
251650,20,3,146,0
251700,20,3,146,0
251750,20,2,146,0
251800,20,3,146,0
251850,20,3,146,0
251900,20,2,146,0
251950,20,3,146,0
252000,19,5,147,0
252050,19,3,146,0
252100,20,3,146,0
252150,19,5,146,0
252200,20,3,145,0
252250,20,3,146,0
252300,19,4,147,0
252350,20,3,146,0
252400,19,3,146,0
252450,20,4,147,0
252500,20,3,146,0
252550,20,3,146,0
252600,19,2,146,0
252650,20,3,146,0
252700,20,2,146,0
252750,20,2,146,0
252800,20,3,146,0
252850,19,5,146,0
252900,20,3,146,0
252950,20,3,146,0
253000,19,5,146,0
253050,20,3,146,0
253100,20,3,146,0
253150,19,3,147,0
253200,20,2,146,0
253250,20,3,146,0
253300,20,5,147,0
253350,20,4,147,0
253400,20,3,146,0
253450,19,3,146,0
253500,19,5,146,0
253550,20,3,146,0
253600,20,3,146,0
253650,19,5,146,0
253700,20,3,146,0
253750,20,3,146,0
253800,20,3,147,0
253850,20,3,146,0
253900,20,3,146,0
253950,20,3,147,0
254000,20,3,146,0
254050,19,3,146,0
254100,20,2,146,2
254150,20,3,146,2
254200,20,4,146,2
254250,20,4,146,2
254300,20,3,146,2
254350,20,2,146,2
254400,19,3,146,2
254450,20,3,145,2
254500,19,3,146,2
254550,19,4,147,2
254600,20,3,146,2
254650,20,3,146,2
254700,19,4,147,2
254750,20,3,146,2
254800,20,3,146,2
254850,20,4,147,2
254900,20,3,146,2
254950,20,3,146,2
255000,20,6,146,2
255050,20,5,147,2
255100,20,3,146,2
255150,20,3,146,2
255200,20,3,147,4
255250,20,3,146,4
255300,20,3,146,4
255350,20,3,146,4
255400,20,3,146,4
255450,19,3,146,4
255500,20,3,145,4
255550,20,3,146,4
255600,19,3,146,4
255650,20,3,146,4
255700,21,3,146,4
255750,20,3,146,4
255800,19,4,147,4
255850,20,3,146,4
255900,20,3,146,4
255950,19,5,147,4
256000,20,3,146,4
256050,20,3,146,4
256100,20,3,147,4
256150,20,2,146,4
256200,20,3,146,4
256250,19,4,147,4
256300,20,3,146,2
256350,20,3,146,2
256400,20,5,147,2
256450,20,2,146,2
256500,20,3,146,2
256550,20,3,146,2
256600,20,3,145,2
256650,19,3,146,2
256700,19,5,146,2
256750,20,3,146,2
256800,20,3,146,2
256850,19,5,146,2
256900,20,3,146,2
256950,20,3,146,2
257000,20,4,147,2
257050,21,3,146,2
257100,20,3,146,2
257150,20,3,146,2
257200,20,3,146,2
257250,20,3,146,2
257300,19,3,146,2
257350,20,3,146,2
257400,20,3,146,4
257450,19,3,146,4
257500,20,3,146,4
257550,20,3,146,4
257600,20,6,146,4
257650,20,4,147,4
257700,20,3,146,4
257750,20,3,146,4
257800,20,2,146,4
257850,20,3,146,4
257900,20,3,146,4
257950,20,2,146,4
258000,20,3,146,4
258050,19,5,146,4
258100,20,3,145,4
258150,20,3,146,4
258200,21,4,146,4
258250,19,4,147,4
258300,20,3,146,4
258350,19,3,146,4
258400,20,2,146,4
258450,19,3,146,4
258500,20,3,146,4
258550,20,2,146,4
258600,20,3,146,4
258650,19,3,146,4
258700,20,3,146,4
258750,19,3,146,4
258800,20,3,146,4
258850,19,4,147,4
258900,20,3,146,4
258950,19,3,146,4
259000,19,4,147,4
259050,20,3,146,4
259100,20,3,146,4
259150,19,4,147,4
259200,20,4,146,4
259250,20,3,146,4
259300,19,4,146,4
259350,20,3,145,4
259400,20,3,146,4
259450,19,5,146,4
259500,20,3,146,4
259550,20,3,146,4
259600,20,3,147,4
259650,20,3,146,4
259700,20,4,146,4
259750,19,3,146,4
259800,20,3,145,4
259850,19,3,146,4
259900,19,5,146,4
259950,19,3,146,4
260000,19,3,146,4
260050,19,5,147,4
260100,20,3,146,4
260150,19,3,146,4
260200,20,5,146,4
260250,20,2,145,4
260300,19,3,146,4
260350,20,3,146,4
260400,19,2,146,4
260450,19,3,146,4
260500,19,5,146,4
260550,19,3,145,4
260600,20,3,146,4
260650,20,4,146,4
260700,20,3,146,6
260750,20,3,146,6
260800,19,4,146,6
260850,20,3,145,6
260900,20,2,146,6
260950,19,4,147,6
261000,19,3,146,6
261050,21,3,146,6
261100,20,3,146,6
261150,20,2,146,6
261200,20,3,146,6
261250,19,4,146,6
261300,20,3,146,6
261350,20,3,146,6
261400,19,5,146,6
261450,20,3,146,6
261500,20,4,146,6
261550,20,3,146,6
261600,20,2,146,6
261650,20,3,146,6
261700,20,3,146,6
